name,length,avg_gradient,steepest_section,elevation_gain,duration,latitude,longitude,url
Groenstergracht vanuit Eygelshoven,De Groenstergracht vanuit Eygelshoven is 0.8 kilometer lang.,Het gemiddelde stijgingspercentage van de Groenstergracht vanuit Eygelshoven is 2.7%.,De steilste 100 meter van de Groenstergracht vanuit Eygelshoven zijn gemiddeld 6%.,De top van de Groenstergracht vanuit Eygelshoven ligt op 144 meter.,Bij een langzaam tempo van 7 km/u doe je ongeveer 00:06:59 over de Groenstergracht vanuit Eygelshoven. Bij 11 km/u is de tijd 00:04:27 en bij 15 km/u 00:03:15. Voor de snelste fietsers is 00:02:34 een haalbare tijd.,,,https://climbfinder.com/nl/beklimmingen/groenstergracht-eygelshoven
Prins Bernhardlaan via Kerkweg,De Prins Bernhardlaan via Kerkweg is 0.6 kilometer lang.,Het gemiddelde stijgingspercentage van de Prins Bernhardlaan via Kerkweg is 2.9%.,De steilste 100 meter van de Prins Bernhardlaan via Kerkweg zijn gemiddeld 3.9%.,De top van de Prins Bernhardlaan via Kerkweg ligt op 30 meter.,Bij een langzaam tempo van 7 km/u doe je ongeveer 00:05:20 over de Prins Bernhardlaan via Kerkweg. Bij 11 km/u is de tijd 00:03:23 en bij 15 km/u 00:02:29. Voor de snelste fietsers is 00:01:58 een haalbare tijd.,,,https://climbfinder.com/nl/beklimmingen/prins-bernhardlaan-kerkweg
Hoebigerweg,De Hoebigerweg is 0.5 kilometer lang.,Het gemiddelde stijgingspercentage van de Hoebigerweg is 3.2%.,De steilste 100 meter van de Hoebigerweg zijn gemiddeld 4.2%.,De top van de Hoebigerweg ligt op 129 meter.,Bij een langzaam tempo van 7 km/u doe je ongeveer 00:04:36 over de Hoebigerweg. Bij 11 km/u is de tijd 00:02:56 en bij 15 km/u 00:02:09. Voor de snelste fietsers is 00:01:41 een haalbare tijd.,,,https://climbfinder.com/nl/beklimmingen/hoebigerweg
Aardaker Noord via Kerkesleutel,De Aardaker Noord via Kerkesleutel is 1.1 kilometer lang.,Het gemiddelde stijgingspercentage van de Aardaker Noord via Kerkesleutel is 4%.,De steilste 100 meter van de Aardaker Noord via Kerkesleutel zijn gemiddeld 8.3%.,De top van de Aardaker Noord via Kerkesleutel ligt op 139 meter.,Bij een langzaam tempo van 7 km/u doe je ongeveer 00:09:01 over de Aardaker Noord via Kerkesleutel. Bij 11 km/u is de tijd 00:05:44 en bij 15 km/u 00:04:12. Voor de snelste fietsers is 00:03:19 een haalbare tijd.,,,https://climbfinder.com/nl/beklimmingen/aardaker-noord-kerkesleutel
Allee vanuit Swier,De Allee vanuit Swier is 0.4 kilometer lang.,Het gemiddelde stijgingspercentage van de Allee vanuit Swier is 3.4%.,De steilste 100 meter van de Allee vanuit Swier zijn gemiddeld 4%.,De top van de Allee vanuit Swier ligt op 100 meter.,Bij een langzaam tempo van 7 km/u doe je ongeveer 00:03:10 over de Allee vanuit Swier. Bij 11 km/u is de tijd 00:02:01 en bij 15 km/u 00:01:28. Voor de snelste fietsers is 00:01:10 een haalbare tijd.,,,https://climbfinder.com/nl/beklimmingen/allee-swier
Zeswegenlaan,De Zeswegenlaan is 0.4 kilometer lang.,Het gemiddelde stijgingspercentage van de Zeswegenlaan is 5.4%.,De steilste 100 meter van de Zeswegenlaan zijn gemiddeld 7.7%.,De top van de Zeswegenlaan ligt op 111 meter.,Bij een langzaam tempo van 7 km/u doe je ongeveer 00:03:12 over de Zeswegenlaan. Bij 11 km/u is de tijd 00:02:02 en bij 15 km/u 00:01:30. Voor de snelste fietsers is 00:01:11 een haalbare tijd.,,,https://climbfinder.com/nl/beklimmingen/zeswegenlaan
Holleweg via Gasthuisstraat,De Holleweg via Gasthuisstraat is 1.1 kilometer lang.,Het gemiddelde stijgingspercentage van de Holleweg via Gasthuisstraat is 2.8%.,De steilste 100 meter van de Holleweg via Gasthuisstraat zijn gemiddeld 4.4%.,De top van de Holleweg via Gasthuisstraat ligt op 140 meter.,Bij een langzaam tempo van 7 km/u doe je ongeveer 00:09:02 over de Holleweg via Gasthuisstraat. Bij 11 km/u is de tijd 00:05:45 en bij 15 km/u 00:04:13. Voor de snelste fietsers is 00:03:19 een haalbare tijd.,,,https://climbfinder.com/nl/beklimmingen/holleweg-gasthuisstraat
Schrieversheide via Kamperheideweg,De Schrieversheide via Kamperheideweg is 0.9 kilometer lang.,Het gemiddelde stijgingspercentage van de Schrieversheide via Kamperheideweg is 2.6%.,De steilste 100 meter van de Schrieversheide via Kamperheideweg zijn gemiddeld 4.7%.,De top van de Schrieversheide via Kamperheideweg ligt op 122 meter.,Bij een langzaam tempo van 7 km/u doe je ongeveer 00:08:00 over de Schrieversheide via Kamperheideweg. Bij 11 km/u is de tijd 00:05:05 en bij 15 km/u 00:03:44. Voor de snelste fietsers is 00:02:56 een haalbare tijd.,,,https://climbfinder.com/nl/beklimmingen/schrieversheide-kamperheideweg
Rott vanuit Hilleshagen,De Rott vanuit Hilleshagen is 1 kilometer lang.,Het gemiddelde stijgingspercentage van de Rott vanuit Hilleshagen is 2.7%.,De steilste 100 meter van de Rott vanuit Hilleshagen zijn gemiddeld 4.5%.,De top van de Rott vanuit Hilleshagen ligt op 173 meter.,Bij een langzaam tempo van 7 km/u doe je ongeveer 00:08:19 over de Rott vanuit Hilleshagen. Bij 11 km/u is de tijd 00:05:17 en bij 15 km/u 00:03:53. Voor de snelste fietsers is 00:03:03 een haalbare tijd.,,,https://climbfinder.com/nl/beklimmingen/rott-hilleshagen
Beekerweg vanuit Grijzegrubben,De Beekerweg vanuit Grijzegrubben is 1.8 kilometer lang.,Het gemiddelde stijgingspercentage van de Beekerweg vanuit Grijzegrubben is 2%.,De steilste 100 meter van de Beekerweg vanuit Grijzegrubben zijn gemiddeld 3.9%.,De top van de Beekerweg vanuit Grijzegrubben ligt op 127 meter.,Bij een langzaam tempo van 7 km/u doe je ongeveer 00:15:50 over de Beekerweg vanuit Grijzegrubben. Bij 11 km/u is de tijd 00:10:04 en bij 15 km/u 00:07:23. Voor de snelste fietsers is 00:05:50 een haalbare tijd.,,,https://climbfinder.com/nl/beklimmingen/beekerweg-grijzegrubben
't Rooth via Hafeweg,De 't Rooth via Hafeweg is 0.8 kilometer lang.,Het gemiddelde stijgingspercentage van de 't Rooth via Hafeweg is 2.1%.,De steilste 100 meter van de 't Rooth via Hafeweg zijn gemiddeld 4%.,De top van de 't Rooth via Hafeweg ligt op 150 meter.,Bij een langzaam tempo van 7 km/u doe je ongeveer 00:07:04 over de 't Rooth via Hafeweg. Bij 11 km/u is de tijd 00:04:30 en bij 15 km/u 00:03:18. Voor de snelste fietsers is 00:02:36 een haalbare tijd.,,,https://climbfinder.com/nl/beklimmingen/t-rooth-hafeweg
Sportlaan vanuit Kievitsdel,De Sportlaan vanuit Kievitsdel is 0.8 kilometer lang.,Het gemiddelde stijgingspercentage van de Sportlaan vanuit Kievitsdel is 2%.,De steilste 100 meter van de Sportlaan vanuit Kievitsdel zijn gemiddeld 4.6%.,De top van de Sportlaan vanuit Kievitsdel ligt op 32 meter.,Bij een langzaam tempo van 7 km/u doe je ongeveer 00:06:31 over de Sportlaan vanuit Kievitsdel. Bij 11 km/u is de tijd 00:04:09 en bij 15 km/u 00:03:02. Voor de snelste fietsers is 00:02:24 een haalbare tijd.,,,https://climbfinder.com/nl/beklimmingen/sportlaan-kievitsdel
IJsselstraat via Gouwestraat,De IJsselstraat via Gouwestraat is 0.4 kilometer lang.,Het gemiddelde stijgingspercentage van de IJsselstraat via Gouwestraat is 3.2%.,De steilste 100 meter van de IJsselstraat via Gouwestraat zijn gemiddeld 4.8%.,De top van de IJsselstraat via Gouwestraat ligt op 104 meter.,Bij een langzaam tempo van 7 km/u doe je ongeveer 00:03:32 over de IJsselstraat via Gouwestraat. Bij 11 km/u is de tijd 00:02:15 en bij 15 km/u 00:01:39. Voor de snelste fietsers is 00:01:18 een haalbare tijd.,,,https://climbfinder.com/nl/beklimmingen/ijsselstraat-gouwestraat
d'Artagnanlaan,De d'Artagnanlaan is 0.7 kilometer lang.,Het gemiddelde stijgingspercentage van de d'Artagnanlaan is 2.2%.,De steilste 100 meter van de d'Artagnanlaan zijn gemiddeld 4.4%.,De top van de d'Artagnanlaan ligt op 81 meter.,Bij een langzaam tempo van 7 km/u doe je ongeveer 00:06:12 over de d'Artagnanlaan. Bij 11 km/u is de tijd 00:03:57 en bij 15 km/u 00:02:54. Voor de snelste fietsers is 00:02:17 een haalbare tijd.,,,https://climbfinder.com/nl/beklimmingen/d-artagnanlaan
Schaapskooiweg vanuit Heksenberg,De Schaapskooiweg vanuit Heksenberg is 1.2 kilometer lang.,Het gemiddelde stijgingspercentage van de Schaapskooiweg vanuit Heksenberg is 2%.,De steilste 100 meter van de Schaapskooiweg vanuit Heksenberg zijn gemiddeld 3.8%.,De top van de Schaapskooiweg vanuit Heksenberg ligt op 122 meter.,Bij een langzaam tempo van 7 km/u doe je ongeveer 00:09:52 over de Schaapskooiweg vanuit Heksenberg. Bij 11 km/u is de tijd 00:06:17 en bij 15 km/u 00:04:36. Voor de snelste fietsers is 00:03:38 een haalbare tijd.,,,https://climbfinder.com/nl/beklimmingen/heerenweg-heksenberg
Willem II vanuit Kakert,De Willem II vanuit Kakert is 0.8 kilometer lang.,Het gemiddelde stijgingspercentage van de Willem II vanuit Kakert is 5.4%.,De steilste 100 meter van de Willem II vanuit Kakert zijn gemiddeld 8.9%.,De top van de Willem II vanuit Kakert ligt op 153 meter.,Bij een langzaam tempo van 7 km/u doe je ongeveer 00:06:28 over de Willem II vanuit Kakert. Bij 11 km/u is de tijd 00:04:07 en bij 15 km/u 00:03:01. Voor de snelste fietsers is 00:02:23 een haalbare tijd.,,,https://climbfinder.com/nl/beklimmingen/willem-ii-kakert
Ouverberg vanuit Brunssum,De Ouverberg vanuit Brunssum is 0.7 kilometer lang.,Het gemiddelde stijgingspercentage van de Ouverberg vanuit Brunssum is 2.8%.,De steilste 100 meter van de Ouverberg vanuit Brunssum zijn gemiddeld 3.5%.,De top van de Ouverberg vanuit Brunssum ligt op 102 meter.,Bij een langzaam tempo van 7 km/u doe je ongeveer 00:06:10 over de Ouverberg vanuit Brunssum. Bij 11 km/u is de tijd 00:03:55 en bij 15 km/u 00:02:52. Voor de snelste fietsers is 00:02:16 een haalbare tijd.,,,https://climbfinder.com/nl/beklimmingen/ouverberg-brunssum
Schoolstraat vanuit Spaubeek,De Schoolstraat vanuit Spaubeek is 0.8 kilometer lang.,Het gemiddelde stijgingspercentage van de Schoolstraat vanuit Spaubeek is 2.4%.,De steilste 100 meter van de Schoolstraat vanuit Spaubeek zijn gemiddeld 5%.,De top van de Schoolstraat vanuit Spaubeek ligt op 90 meter.,Bij een langzaam tempo van 7 km/u doe je ongeveer 00:06:44 over de Schoolstraat vanuit Spaubeek. Bij 11 km/u is de tijd 00:04:17 en bij 15 km/u 00:03:08. Voor de snelste fietsers is 00:02:28 een haalbare tijd.,,,https://climbfinder.com/nl/beklimmingen/schoolstraat-spaubeek
Erensteinerstraat via Kerkvoetpad,De Erensteinerstraat via Kerkvoetpad is 1.1 kilometer lang.,Het gemiddelde stijgingspercentage van de Erensteinerstraat via Kerkvoetpad is 3.7%.,De steilste 100 meter van de Erensteinerstraat via Kerkvoetpad zijn gemiddeld 8.4%.,De top van de Erensteinerstraat via Kerkvoetpad ligt op 157 meter.,Bij een langzaam tempo van 7 km/u doe je ongeveer 00:09:26 over de Erensteinerstraat via Kerkvoetpad. Bij 11 km/u is de tijd 00:06:00 en bij 15 km/u 00:04:24. Voor de snelste fietsers is 00:03:28 een haalbare tijd.,,,https://climbfinder.com/nl/beklimmingen/erensteinerstraat-kerkvoetpad
De Dorskamp vanuit Wageningen,De De Dorskamp vanuit Wageningen is 0.7 kilometer lang.,Het gemiddelde stijgingspercentage van de De Dorskamp vanuit Wageningen is 2.2%.,De steilste 100 meter van de De Dorskamp vanuit Wageningen zijn gemiddeld 5.1%.,De top van de De Dorskamp vanuit Wageningen ligt op 44 meter.,Bij een langzaam tempo van 7 km/u doe je ongeveer 00:06:24 over de De Dorskamp vanuit Wageningen. Bij 11 km/u is de tijd 00:04:04 en bij 15 km/u 00:02:59. Voor de snelste fietsers is 00:02:21 een haalbare tijd.,,,https://climbfinder.com/nl/beklimmingen/de-dorskamp-wageningen
Strolaan via Kemperbergerweg,De Strolaan via Kemperbergerweg is 1 kilometer lang.,Het gemiddelde stijgingspercentage van de Strolaan via Kemperbergerweg is 2.2%.,De steilste 100 meter van de Strolaan via Kemperbergerweg zijn gemiddeld 5.2%.,De top van de Strolaan via Kemperbergerweg ligt op 63 meter.,Bij een langzaam tempo van 7 km/u doe je ongeveer 00:08:13 over de Strolaan via Kemperbergerweg. Bij 11 km/u is de tijd 00:05:14 en bij 15 km/u 00:03:50. Voor de snelste fietsers is 00:03:01 een haalbare tijd.,,,https://climbfinder.com/nl/beklimmingen/strolaan-kemperbergerweg
Rott vanuit Vijlen,De Rott vanuit Vijlen is 0.7 kilometer lang.,Het gemiddelde stijgingspercentage van de Rott vanuit Vijlen is 2.5%.,De steilste 100 meter van de Rott vanuit Vijlen zijn gemiddeld 4.3%.,De top van de Rott vanuit Vijlen ligt op 173 meter.,Bij een langzaam tempo van 7 km/u doe je ongeveer 00:06:23 over de Rott vanuit Vijlen. Bij 11 km/u is de tijd 00:04:03 en bij 15 km/u 00:02:58. Voor de snelste fietsers is 00:02:21 een haalbare tijd.,,,https://climbfinder.com/nl/beklimmingen/rott-vijlen
Heideveldweg vanuit Palemig,De Heideveldweg vanuit Palemig is 0.7 kilometer lang.,Het gemiddelde stijgingspercentage van de Heideveldweg vanuit Palemig is 4.1%.,De steilste 100 meter van de Heideveldweg vanuit Palemig zijn gemiddeld 6.5%.,De top van de Heideveldweg vanuit Palemig ligt op 121 meter.,Bij een langzaam tempo van 7 km/u doe je ongeveer 00:05:52 over de Heideveldweg vanuit Palemig. Bij 11 km/u is de tijd 00:03:44 en bij 15 km/u 00:02:44. Voor de snelste fietsers is 00:02:09 een haalbare tijd.,,,https://climbfinder.com/nl/beklimmingen/heideveldweg-palemig
Ubbergensdijk,De Ubbergensdijk is 0.2 kilometer lang.,Het gemiddelde stijgingspercentage van de Ubbergensdijk is 5.2%.,De steilste 100 meter van de Ubbergensdijk zijn gemiddeld 5.3%.,De top van de Ubbergensdijk ligt op 22 meter.,Bij een langzaam tempo van 7 km/u doe je ongeveer 00:01:26 over de Ubbergensdijk. Bij 11 km/u is de tijd 00:00:55 en bij 15 km/u 00:00:40. Voor de snelste fietsers is 00:00:32 een haalbare tijd.,,,https://climbfinder.com/nl/beklimmingen/ubbergensdijk
Terp van Hogebeintum West,De Terp van Hogebeintum West is 0.1 kilometer lang.,Het gemiddelde stijgingspercentage van de Terp van Hogebeintum West is 10.6%.,De steilste 100 meter van de Terp van Hogebeintum West zijn gemiddeld 8.9%.,De top van de Terp van Hogebeintum West ligt op 9 meter.,Bij een langzaam tempo van 7 km/u doe je ongeveer 00:00:43 over de Terp van Hogebeintum West. Bij 11 km/u is de tijd 00:00:27 en bij 15 km/u 00:00:20. Voor de snelste fietsers is 00:00:15 een haalbare tijd.,,,https://climbfinder.com/nl/beklimmingen/terp-van-hogebeintum-west
Eijkerstraat via Eijkerweg,De Eijkerstraat via Eijkerweg is 1 kilometer lang.,Het gemiddelde stijgingspercentage van de Eijkerstraat via Eijkerweg is 2.2%.,De steilste 100 meter van de Eijkerstraat via Eijkerweg zijn gemiddeld 3.7%.,De top van de Eijkerstraat via Eijkerweg ligt op 173 meter.,Bij een langzaam tempo van 7 km/u doe je ongeveer 00:08:55 over de Eijkerstraat via Eijkerweg. Bij 11 km/u is de tijd 00:05:41 en bij 15 km/u 00:04:10. Voor de snelste fietsers is 00:03:17 een haalbare tijd.,,,https://climbfinder.com/nl/beklimmingen/eijkerstraat-eijkerweg
Dassenlaan via Frans Erenslaan,De Dassenlaan via Frans Erenslaan is 0.9 kilometer lang.,Het gemiddelde stijgingspercentage van de Dassenlaan via Frans Erenslaan is 3.4%.,De steilste 100 meter van de Dassenlaan via Frans Erenslaan zijn gemiddeld 6.7%.,De top van de Dassenlaan via Frans Erenslaan ligt op 152 meter.,Bij een langzaam tempo van 7 km/u doe je ongeveer 00:07:30 over de Dassenlaan via Frans Erenslaan. Bij 11 km/u is de tijd 00:04:46 en bij 15 km/u 00:03:30. Voor de snelste fietsers is 00:02:45 een haalbare tijd.,,,https://climbfinder.com/nl/beklimmingen/dassenlaan-frans-erenslaan
Rondelenstraat via Duivenstraat,De Rondelenstraat via Duivenstraat is 1.5 kilometer lang.,Het gemiddelde stijgingspercentage van de Rondelenstraat via Duivenstraat is 3.2%.,De steilste 100 meter van de Rondelenstraat via Duivenstraat zijn gemiddeld 6.7%.,De top van de Rondelenstraat via Duivenstraat ligt op 169 meter.,Bij een langzaam tempo van 7 km/u doe je ongeveer 00:13:06 over de Rondelenstraat via Duivenstraat. Bij 11 km/u is de tijd 00:08:20 en bij 15 km/u 00:06:06. Voor de snelste fietsers is 00:04:49 een haalbare tijd.,,,https://climbfinder.com/nl/beklimmingen/rondelenstraat-duivenstraat
Steve Bikostraat,De Steve Bikostraat is 0.5 kilometer lang.,Het gemiddelde stijgingspercentage van de Steve Bikostraat is 3.4%.,De steilste 100 meter van de Steve Bikostraat zijn gemiddeld 5.4%.,De top van de Steve Bikostraat ligt op 166 meter.,Bij een langzaam tempo van 7 km/u doe je ongeveer 00:04:17 over de Steve Bikostraat. Bij 11 km/u is de tijd 00:02:43 en bij 15 km/u 00:02:00. Voor de snelste fietsers is 00:01:34 een haalbare tijd.,,,https://climbfinder.com/nl/beklimmingen/steve-bikostraat
K.L.M.-straat via Piet Malherbestraat,De K.L.M.-straat via Piet Malherbestraat is 0.6 kilometer lang.,Het gemiddelde stijgingspercentage van de K.L.M.-straat via Piet Malherbestraat is 4.2%.,De steilste 100 meter van de K.L.M.-straat via Piet Malherbestraat zijn gemiddeld 6.6%.,De top van de K.L.M.-straat via Piet Malherbestraat ligt op 147 meter.,Bij een langzaam tempo van 7 km/u doe je ongeveer 00:04:57 over de K.L.M.-straat via Piet Malherbestraat. Bij 11 km/u is de tijd 00:03:09 en bij 15 km/u 00:02:18. Voor de snelste fietsers is 00:01:49 een haalbare tijd.,,,https://climbfinder.com/nl/beklimmingen/k-l-m-straat-piet-malherbestraat
Spoorstraat via Rector Meussenstraat,De Spoorstraat via Rector Meussenstraat is 0.8 kilometer lang.,Het gemiddelde stijgingspercentage van de Spoorstraat via Rector Meussenstraat is 2.8%.,De steilste 100 meter van de Spoorstraat via Rector Meussenstraat zijn gemiddeld 4.3%.,De top van de Spoorstraat via Rector Meussenstraat ligt op 149 meter.,Bij een langzaam tempo van 7 km/u doe je ongeveer 00:06:56 over de Spoorstraat via Rector Meussenstraat. Bij 11 km/u is de tijd 00:04:24 en bij 15 km/u 00:03:14. Voor de snelste fietsers is 00:02:33 een haalbare tijd.,,,https://climbfinder.com/nl/beklimmingen/spoorstraat-rector-meussenstraat
Palmstraat via Korenbloemstraat,De Palmstraat via Korenbloemstraat is 0.3 kilometer lang.,Het gemiddelde stijgingspercentage van de Palmstraat via Korenbloemstraat is 4.3%.,De steilste 100 meter van de Palmstraat via Korenbloemstraat zijn gemiddeld 7.1%.,De top van de Palmstraat via Korenbloemstraat ligt op 28 meter.,Bij een langzaam tempo van 7 km/u doe je ongeveer 00:02:36 over de Palmstraat via Korenbloemstraat. Bij 11 km/u is de tijd 00:01:39 en bij 15 km/u 00:01:12. Voor de snelste fietsers is 00:00:57 een haalbare tijd.,,,https://climbfinder.com/nl/beklimmingen/palmstraat-korenbloemstraat
Zwarteweg,De Zwarteweg is 0.3 kilometer lang.,Het gemiddelde stijgingspercentage van de Zwarteweg is 4.2%.,De steilste 100 meter van de Zwarteweg zijn gemiddeld 4.9%.,De top van de Zwarteweg ligt op 27 meter.,Bij een langzaam tempo van 7 km/u doe je ongeveer 00:02:59 over de Zwarteweg. Bij 11 km/u is de tijd 00:01:54 en bij 15 km/u 00:01:23. Voor de snelste fietsers is 00:01:06 een haalbare tijd.,,,https://climbfinder.com/nl/beklimmingen/zwarteweg-rhenen
Spoorstraat via Montfortstraat,De Spoorstraat via Montfortstraat is 0.8 kilometer lang.,Het gemiddelde stijgingspercentage van de Spoorstraat via Montfortstraat is 3.1%.,De steilste 100 meter van de Spoorstraat via Montfortstraat zijn gemiddeld 4.8%.,De top van de Spoorstraat via Montfortstraat ligt op 149 meter.,Bij een langzaam tempo van 7 km/u doe je ongeveer 00:07:11 over de Spoorstraat via Montfortstraat. Bij 11 km/u is de tijd 00:04:34 en bij 15 km/u 00:03:21. Voor de snelste fietsers is 00:02:39 een haalbare tijd.,,,https://climbfinder.com/nl/beklimmingen/spoorstraat-montfortstraat
Ommershoflaan via Karel van Gelderlaan,De Ommershoflaan via Karel van Gelderlaan is 0.8 kilometer lang.,Het gemiddelde stijgingspercentage van de Ommershoflaan via Karel van Gelderlaan is 2.6%.,De steilste 100 meter van de Ommershoflaan via Karel van Gelderlaan zijn gemiddeld 4.5%.,De top van de Ommershoflaan via Karel van Gelderlaan ligt op 64 meter.,Bij een langzaam tempo van 7 km/u doe je ongeveer 00:06:49 over de Ommershoflaan via Karel van Gelderlaan. Bij 11 km/u is de tijd 00:04:20 en bij 15 km/u 00:03:11. Voor de snelste fietsers is 00:02:31 een haalbare tijd.,,,https://climbfinder.com/nl/beklimmingen/ommershoflaan-karel-van-gelderlaan
